request_id,category,status,priority,latitude,longitude,neighbourhood,ward,service_district,created_date,days_open
SR-001174,Missed Collection,Open,High,43.758292,-79.293777,Agincourt South,Ward 9,West District,2025-12-31,2
SR-001175,Damaged Bin,Open,Urgent,43.636078,-79.522937,Scarborough Village,Ward 4,East District,2026-01-24,20
SR-001176,Damaged Bin,Open,High,43.748307,-79.518928,Kensington Chinatown,Ward 23,West District,2025-11-11,42
SR-001177,Damaged Bin,Closed,Low,43.690894,-79.260279,High Park North,Ward 24,East District,2026-04-15,0
SR-001178,Overflowing Litter Bin,Open,Medium,43.770309,-79.4115,Etobicoke Centre,Ward 1,North District,2025-12-15,10
SR-001179,Damaged Bin,Open,Low,43.772204,-79.234234,Waterfront Communities,Ward 20,North District,2025-11-08,19
SR-001180,Public Realm Cleanliness,In Progress,Urgent,43.740598,-79.514924,Annex,Ward 14,North District,2026-03-13,34
SR-001181,Overflowing Litter Bin,Open,High,43.653023,-79.475173,Downtown Yonge East,Ward 6,West District,2025-12-20,14
SR-001182,Damaged Bin,In Progress,High,43.616865,-79.494347,High Park North,Ward 20,East District,2026-04-19,2
SR-001183,Missed Collection,In Progress,Urgent,43.638189,-79.410549,Waterfront Communities,Ward 24,North District,2026-01-12,3
SR-001184,Damaged Bin,Closed,Medium,43.798941,-79.571939,Annex,Ward 4,West District,2026-01-27,0
SR-001185,Missed Collection,Open,Urgent,43.755662,-79.30385,Downtown Yonge East,Ward 4,South District,2025-12-29,27
SR-001186,Damaged Bin,Closed,Medium,43.612023,-79.195617,Etobicoke Centre,Ward 21,West District,2026-02-06,0
SR-001187,Damaged Bin,Closed,High,43.720749,-79.452686,Annex,Ward 11,East District,2025-11-20,0
SR-001188,Missed Collection,Closed,Urgent,43.764004,-79.501612,Agincourt South,Ward 24,North District,2026-03-25,0
SR-001189,Public Realm Cleanliness,Open,Medium,43.749507,-79.601733,Annex,Ward 8,West District,2026-04-02,26
SR-001190,Public Realm Cleanliness,In Progress,Low,43.783064,-79.413841,Kensington Chinatown,Ward 8,East District,2026-03-10,43
SR-001191,Illegal Dumping,In Progress,Urgent,43.736439,-79.518231,York University Heights,Ward 19,East District,2026-03-24,21
SR-001192,Illegal Dumping,Closed,Medium,43.745727,-79.264769,Etobicoke Centre,Ward 24,West District,2026-01-18,0
SR-001193,Missed Collection,Closed,Medium,43.698839,-79.335846,Annex,Ward 1,North District,2025-11-15,0
SR-001194,Overflowing Litter Bin,Open,Medium,43.694955,-79.208718,Scarborough Village,Ward 11,West District,2025-12-01,31
SR-001195,Illegal Dumping,Closed,Medium,43.70451,-79.232768,York University Heights,Ward 19,South District,2026-01-01,0
SR-001196,Damaged Bin,Open,High,43.774311,-79.431168,North York Centre,Ward 15,West District,2026-02-14,42
SR-001197,Illegal Dumping,Closed,High,43.642919,-79.433202,Annex,Ward 9,East District,2025-12-23,0
SR-001198,Damaged Bin,Closed,Low,43.78003,-79.515289,York University Heights,Ward 11,East District,2026-04-10,0
SR-001199,Damaged Bin,In Progress,Low,43.71062,-79.249195,North York Centre,Ward 5,West District,2026-02-27,30
SR-001200,Missed Collection,Open,High,43.6713,-79.324584,Annex,Ward 12,East District,2026-01-01,28
SR-001201,Missed Collection,Closed,Medium,43.646495,-79.569731,Scarborough Village,Ward 17,North District,2026-03-21,0
SR-001202,Overflowing Litter Bin,Closed,Low,43.772708,-79.574474,Kensington Chinatown,Ward 24,East District,2025-12-13,0
SR-001203,Overflowing Litter Bin,Closed,Low,43.652418,-79.22665,North York Centre,Ward 12,North District,2025-10-31,0
SR-001204,Overflowing Litter Bin,Closed,High,43.669688,-79.172399,Annex,Ward 4,North District,2025-11-15,0
SR-001205,Public Realm Cleanliness,Closed,Medium,43.815339,-79.496593,Flemingdon Park,Ward 5,South District,2026-03-06,0
SR-001206,Missed Collection,In Progress,Urgent,43.599425,-79.295671,High Park North,Ward 13,South District,2025-12-26,30
SR-001207,Overflowing Litter Bin,In Progress,High,43.693727,-79.573654,Waterfront Communities,Ward 3,East District,2025-12-05,43
SR-001208,Overflowing Litter Bin,In Progress,Low,43.75273,-79.60566,Waterfront Communities,Ward 25,South District,2026-03-22,10
SR-001209,Overflowing Litter Bin,Closed,Medium,43.790145,-79.55622,Scarborough Village,Ward 6,South District,2026-01-16,0
SR-001210,Overflowing Litter Bin,Closed,Medium,43.619282,-79.539191,Danforth East York,Ward 3,North District,2026-02-15,0
SR-001211,Damaged Bin,Open,Low,43.810861,-79.301142,Flemingdon Park,Ward 24,North District,2026-03-05,29
SR-001212,Illegal Dumping,Open,High,43.774315,-79.437088,Waterfront Communities,Ward 21,West District,2025-12-14,20
SR-001213,Missed Collection,Closed,Urgent,43.667352,-79.512137,Kensington Chinatown,Ward 22,South District,2026-02-09,0
SR-001214,Public Realm Cleanliness,Open,Urgent,43.700549,-79.366159,Annex,Ward 3,East District,2026-02-16,3
SR-001215,Illegal Dumping,Closed,Low,43.735308,-79.501725,York University Heights,Ward 15,South District,2025-11-28,0
SR-001216,Damaged Bin,Open,High,43.80819,-79.541911,Kensington Chinatown,Ward 17,West District,2026-04-04,39
SR-001217,Illegal Dumping,Closed,Medium,43.8121,-79.613166,York University Heights,Ward 16,South District,2026-01-09,0
SR-001218,Missed Collection,Open,High,43.700659,-79.466651,Flemingdon Park,Ward 24,East District,2026-02-21,41
SR-001219,Illegal Dumping,Closed,Urgent,43.693298,-79.357494,York University Heights,Ward 9,East District,2026-04-05,0
SR-001220,Missed Collection,Open,Urgent,43.690186,-79.42917,Kensington Chinatown,Ward 19,South District,2026-03-01,38
SR-001221,Illegal Dumping,Closed,Low,43.758526,-79.304497,Flemingdon Park,Ward 16,South District,2025-11-22,0
SR-001222,Damaged Bin,Closed,Low,43.781652,-79.505019,Etobicoke Centre,Ward 4,West District,2025-11-30,0
SR-001223,Missed Collection,Open,Medium,43.730192,-79.35081,Danforth East York,Ward 19,South District,2026-01-16,3
SR-001224,Damaged Bin,In Progress,Urgent,43.67504,-79.396414,Etobicoke Centre,Ward 17,West District,2026-01-14,41
SR-001225,Damaged Bin,Closed,Low,43.66217,-79.554752,Kensington Chinatown,Ward 19,North District,2026-04-20,0
SR-001226,Illegal Dumping,Closed,Low,43.639174,-79.571464,High Park North,Ward 14,West District,2025-12-31,0
SR-001227,Illegal Dumping,In Progress,High,43.747106,-79.316065,Danforth East York,Ward 8,East District,2026-01-02,4
SR-001228,Damaged Bin,In Progress,High,43.808639,-79.284348,Annex,Ward 7,East District,2026-01-14,23
SR-001229,Damaged Bin,Open,Low,43.601971,-79.213247,Danforth East York,Ward 12,North District,2026-02-04,20
SR-001230,Missed Collection,Open,Urgent,43.788415,-79.416073,Danforth East York,Ward 20,South District,2025-11-14,12
SR-001231,Overflowing Litter Bin,Closed,High,43.724749,-79.171004,Flemingdon Park,Ward 16,East District,2026-01-30,0
SR-001232,Illegal Dumping,Closed,Medium,43.71243,-79.203552,Annex,Ward 11,West District,2026-03-29,0
SR-001233,Public Realm Cleanliness,Open,High,43.609099,-79.532116,North York Centre,Ward 23,East District,2025-12-04,35
SR-001234,Damaged Bin,Open,Low,43.691374,-79.351012,Kensington Chinatown,Ward 3,West District,2025-11-24,43
SR-001235,Illegal Dumping,Closed,Medium,43.777732,-79.165399,Flemingdon Park,Ward 11,East District,2026-01-15,0
SR-001236,Damaged Bin,Open,Low,43.679436,-79.598189,Flemingdon Park,Ward 10,West District,2026-02-03,15
SR-001237,Missed Collection,Closed,Medium,43.774269,-79.341985,North York Centre,Ward 5,East District,2026-04-20,0
SR-001238,Overflowing Litter Bin,Closed,Medium,43.635665,-79.392379,Kensington Chinatown,Ward 8,South District,2025-11-12,0
SR-001239,Overflowing Litter Bin,Open,Low,43.760731,-79.265611,High Park North,Ward 8,West District,2025-11-21,31
SR-001240,Damaged Bin,Closed,Medium,43.704912,-79.479601,Scarborough Village,Ward 6,South District,2025-11-17,0
SR-001241,Damaged Bin,Closed,High,43.813961,-79.314853,Flemingdon Park,Ward 12,East District,2026-01-06,0
SR-001242,Illegal Dumping,In Progress,Medium,43.683895,-79.490987,Danforth East York,Ward 18,East District,2026-04-07,45
SR-001243,Illegal Dumping,Open,Medium,43.758154,-79.508596,North York Centre,Ward 19,North District,2026-04-02,33
SR-001244,Damaged Bin,Closed,High,43.629493,-79.376276,Downtown Yonge East,Ward 20,North District,2026-01-27,0
SR-001245,Public Realm Cleanliness,Closed,Medium,43.656697,-79.330704,Agincourt South,Ward 9,West District,2025-12-30,0
SR-001246,Damaged Bin,Closed,Urgent,43.617126,-79.318727,Etobicoke Centre,Ward 14,West District,2026-03-14,0
SR-001247,Public Realm Cleanliness,Open,Urgent,43.655158,-79.619888,North York Centre,Ward 21,West District,2026-01-28,31
SR-001248,Overflowing Litter Bin,Closed,Low,43.619195,-79.190537,York University Heights,Ward 12,West District,2026-02-15,0
SR-001249,Illegal Dumping,Closed,Low,43.789492,-79.51254,Flemingdon Park,Ward 20,South District,2026-01-06,0
SR-001250,Overflowing Litter Bin,Closed,Urgent,43.769026,-79.340057,Kensington Chinatown,Ward 22,South District,2026-02-06,0
SR-001251,Illegal Dumping,Closed,High,43.813308,-79.448141,Kensington Chinatown,Ward 19,South District,2026-03-21,0
SR-001252,Public Realm Cleanliness,Closed,High,43.746736,-79.590774,Waterfront Communities,Ward 20,West District,2026-01-25,0
SR-001253,Missed Collection,Closed,Low,43.681137,-79.176644,Etobicoke Centre,Ward 3,South District,2026-03-16,0
SR-001254,Overflowing Litter Bin,Closed,Medium,43.713966,-79.487575,Etobicoke Centre,Ward 25,North District,2026-03-11,0
SR-001255,Damaged Bin,Open,Low,43.617662,-79.296377,Danforth East York,Ward 3,West District,2026-01-13,37
SR-001256,Damaged Bin,Closed,Urgent,43.738317,-79.447988,Scarborough Village,Ward 23,South District,2026-03-22,0
SR-001257,Overflowing Litter Bin,In Progress,Low,43.808717,-79.609787,High Park North,Ward 12,North District,2026-01-06,17
SR-001258,Missed Collection,Closed,Medium,43.659856,-79.196308,High Park North,Ward 13,North District,2026-02-27,0
SR-001259,Missed Collection,In Progress,High,43.663815,-79.503964,Agincourt South,Ward 25,West District,2025-12-13,17
SR-001260,Public Realm Cleanliness,Open,Low,43.712871,-79.241051,North York Centre,Ward 2,East District,2026-04-02,11
SR-001261,Public Realm Cleanliness,Open,Low,43.613724,-79.18621,Waterfront Communities,Ward 11,South District,2026-02-07,2
SR-001262,Public Realm Cleanliness,Closed,High,43.772867,-79.536625,Downtown Yonge East,Ward 6,North District,2025-11-15,0
SR-001263,Damaged Bin,Closed,Medium,43.753762,-79.442919,North York Centre,Ward 7,East District,2026-04-02,0
SR-001264,Overflowing Litter Bin,Closed,High,43.682528,-79.259687,Etobicoke Centre,Ward 6,South District,2025-10-28,0
SR-001265,Public Realm Cleanliness,Open,Medium,43.811441,-79.561738,Agincourt South,Ward 1,West District,2025-12-10,8
SR-001266,Illegal Dumping,In Progress,Low,43.686745,-79.398767,Danforth East York,Ward 22,North District,2025-11-26,34
SR-001267,Missed Collection,Open,Urgent,43.676552,-79.452933,Kensington Chinatown,Ward 20,North District,2025-11-21,22
SR-001268,Public Realm Cleanliness,Closed,Urgent,43.602022,-79.304652,Agincourt South,Ward 4,West District,2026-01-30,0
SR-001269,Illegal Dumping,Open,Medium,43.690329,-79.530395,Kensington Chinatown,Ward 16,North District,2026-01-13,3
SR-001270,Missed Collection,In Progress,Urgent,43.777688,-79.250822,York University Heights,Ward 23,West District,2025-12-14,6
SR-001271,Illegal Dumping,Closed,Urgent,43.70187,-79.482713,North York Centre,Ward 21,North District,2026-02-13,0
SR-001272,Overflowing Litter Bin,In Progress,Urgent,43.736761,-79.48745,Kensington Chinatown,Ward 10,South District,2026-01-13,28
SR-001273,Missed Collection,Closed,Urgent,43.644282,-79.283963,Waterfront Communities,Ward 16,West District,2026-02-03,0
SR-001274,Damaged Bin,Closed,Urgent,43.599275,-79.576407,High Park North,Ward 16,East District,2025-11-02,0
SR-001275,Missed Collection,Closed,Low,43.591561,-79.549646,Kensington Chinatown,Ward 3,East District,2025-11-27,0
SR-001276,Public Realm Cleanliness,Closed,Medium,43.605868,-79.161931,York University Heights,Ward 11,West District,2025-12-11,0
SR-001277,Missed Collection,Open,High,43.656426,-79.551337,Scarborough Village,Ward 7,East District,2025-12-10,4
SR-001278,Damaged Bin,Closed,Medium,43.645429,-79.189382,North York Centre,Ward 12,West District,2026-03-03,0
SR-001279,Damaged Bin,Open,Medium,43.709637,-79.452184,Kensington Chinatown,Ward 23,East District,2026-04-08,14
SR-001280,Overflowing Litter Bin,Closed,Low,43.79088,-79.438304,Waterfront Communities,Ward 13,North District,2025-11-01,0
SR-001281,Illegal Dumping,Open,Low,43.667052,-79.52465,Kensington Chinatown,Ward 22,East District,2026-03-12,25
SR-001282,Illegal Dumping,Open,Urgent,43.676893,-79.474325,Waterfront Communities,Ward 5,North District,2025-11-24,16
SR-001283,Illegal Dumping,Closed,Urgent,43.74578,-79.486792,York University Heights,Ward 19,East District,2026-03-05,0
SR-001284,Illegal Dumping,Closed,Urgent,43.722756,-79.58969,Flemingdon Park,Ward 1,South District,2026-01-11,0
SR-001285,Illegal Dumping,Closed,Medium,43.633997,-79.432594,Agincourt South,Ward 9,West District,2025-11-17,0
SR-001286,Damaged Bin,Closed,Low,43.805498,-79.446464,Flemingdon Park,Ward 25,South District,2026-03-25,0
SR-001287,Overflowing Litter Bin,Closed,Low,43.742737,-79.50266,York University Heights,Ward 4,West District,2026-03-17,0
SR-001288,Missed Collection,Closed,Medium,43.619218,-79.593073,North York Centre,Ward 11,North District,2026-02-20,0
SR-001289,Damaged Bin,Closed,High,43.660245,-79.547476,North York Centre,Ward 10,East District,2025-12-02,0
SR-001290,Missed Collection,In Progress,Low,43.630022,-79.270051,Scarborough Village,Ward 7,West District,2025-12-05,32
SR-001291,Overflowing Litter Bin,Open,Low,43.593643,-79.363407,Agincourt South,Ward 16,West District,2026-03-29,15
SR-001292,Damaged Bin,Open,Medium,43.677276,-79.386987,Downtown Yonge East,Ward 25,West District,2026-02-24,28
SR-001293,Illegal Dumping,Closed,Urgent,43.719451,-79.475851,Flemingdon Park,Ward 5,South District,2025-11-25,0
SR-001294,Public Realm Cleanliness,Open,Medium,43.657875,-79.282635,Kensington Chinatown,Ward 24,East District,2026-04-15,37
SR-001295,Overflowing Litter Bin,Open,High,43.790394,-79.531412,High Park North,Ward 6,East District,2025-12-29,13
SR-001296,Missed Collection,Closed,Urgent,43.612452,-79.207014,Scarborough Village,Ward 5,East District,2025-12-18,0
SR-001297,Overflowing Litter Bin,Open,Medium,43.670476,-79.366394,York University Heights,Ward 7,East District,2025-11-09,29
SR-001298,Damaged Bin,Open,Low,43.672695,-79.562131,Kensington Chinatown,Ward 20,East District,2025-12-05,11
SR-001299,Public Realm Cleanliness,Open,High,43.725546,-79.378435,Waterfront Communities,Ward 4,West District,2026-01-12,34
SR-001300,Missed Collection,Closed,Medium,43.636689,-79.41214,Flemingdon Park,Ward 11,East District,2026-04-17,0
SR-001301,Missed Collection,Open,Medium,43.773298,-79.348404,Waterfront Communities,Ward 13,West District,2025-12-03,4
SR-001302,Public Realm Cleanliness,Closed,Low,43.612291,-79.36791,Kensington Chinatown,Ward 25,West District,2025-12-03,0
SR-001303,Missed Collection,Closed,Low,43.75163,-79.255356,York University Heights,Ward 16,South District,2026-02-13,0
SR-001304,Public Realm Cleanliness,Closed,Urgent,43.734697,-79.549777,Agincourt South,Ward 24,North District,2025-11-03,0
SR-001305,Public Realm Cleanliness,Closed,High,43.75334,-79.308423,Danforth East York,Ward 21,South District,2025-12-25,0
SR-001306,Damaged Bin,Open,High,43.595618,-79.430596,Kensington Chinatown,Ward 5,East District,2025-11-14,12
SR-001307,Illegal Dumping,Closed,Medium,43.666579,-79.31207,Danforth East York,Ward 24,West District,2026-01-06,0
SR-001308,Overflowing Litter Bin,In Progress,Low,43.639711,-79.348199,Agincourt South,Ward 14,North District,2026-01-14,9
SR-001309,Illegal Dumping,Closed,Medium,43.800037,-79.253011,Scarborough Village,Ward 14,South District,2025-12-30,0
SR-001310,Damaged Bin,Closed,Urgent,43.801935,-79.169887,Scarborough Village,Ward 15,East District,2026-01-30,0
SR-001311,Damaged Bin,In Progress,Medium,43.592454,-79.333539,Flemingdon Park,Ward 17,North District,2026-02-23,14
SR-001312,Overflowing Litter Bin,Closed,Medium,43.684953,-79.224467,Flemingdon Park,Ward 22,East District,2025-12-29,0
SR-001313,Damaged Bin,Closed,High,43.647917,-79.168726,York University Heights,Ward 10,North District,2026-01-16,0
SR-001314,Damaged Bin,Open,Low,43.731153,-79.254973,North York Centre,Ward 21,South District,2026-02-09,40
SR-001315,Missed Collection,Closed,Medium,43.609688,-79.535609,Kensington Chinatown,Ward 11,North District,2025-11-09,0
SR-001316,Public Realm Cleanliness,Closed,Urgent,43.764433,-79.609886,Annex,Ward 15,West District,2025-10-31,0
SR-001317,Damaged Bin,Open,Medium,43.777882,-79.613583,High Park North,Ward 24,North District,2025-11-13,26
SR-001318,Overflowing Litter Bin,Closed,Medium,43.741137,-79.452057,Scarborough Village,Ward 11,South District,2026-02-23,0
SR-001319,Overflowing Litter Bin,Closed,Urgent,43.730644,-79.299826,Danforth East York,Ward 20,West District,2025-11-04,0
SR-001320,Missed Collection,Open,Low,43.668769,-79.570337,Waterfront Communities,Ward 1,West District,2026-02-01,6
SR-001321,Illegal Dumping,In Progress,Medium,43.606019,-79.349089,Flemingdon Park,Ward 5,North District,2026-02-07,5
SR-001322,Public Realm Cleanliness,In Progress,High,43.709751,-79.278588,Etobicoke Centre,Ward 15,South District,2026-01-30,12
SR-001323,Illegal Dumping,In Progress,Low,43.707239,-79.425675,North York Centre,Ward 6,North District,2026-03-16,27
SR-001324,Public Realm Cleanliness,Open,Urgent,43.68156,-79.607834,Annex,Ward 18,South District,2025-10-29,18
SR-001325,Overflowing Litter Bin,Closed,Low,43.667178,-79.171031,York University Heights,Ward 5,South District,2026-04-02,0
SR-001326,Overflowing Litter Bin,Open,Urgent,43.790918,-79.468486,Agincourt South,Ward 13,South District,2026-03-14,2
SR-001327,Illegal Dumping,Closed,Urgent,43.725193,-79.230243,Etobicoke Centre,Ward 19,North District,2026-01-02,0
SR-001328,Damaged Bin,Open,High,43.691493,-79.611739,Danforth East York,Ward 3,East District,2026-04-09,12
SR-001329,Public Realm Cleanliness,Open,High,43.607137,-79.385219,York University Heights,Ward 13,North District,2026-03-29,43
SR-001330,Illegal Dumping,Open,High,43.812971,-79.301124,Flemingdon Park,Ward 3,East District,2025-11-23,32
SR-001331,Public Realm Cleanliness,Open,Urgent,43.606311,-79.532894,Annex,Ward 12,East District,2026-03-08,33
SR-001332,Public Realm Cleanliness,In Progress,Low,43.767404,-79.232938,Agincourt South,Ward 11,North District,2026-04-13,42
SR-001333,Illegal Dumping,Open,High,43.73207,-79.323565,Agincourt South,Ward 14,East District,2026-04-16,18
SR-001334,Damaged Bin,Closed,Low,43.596518,-79.238876,Danforth East York,Ward 18,West District,2026-03-24,0
SR-001335,Missed Collection,Closed,Low,43.771303,-79.500844,High Park North,Ward 13,North District,2025-12-27,0
SR-001336,Damaged Bin,Closed,Low,43.752996,-79.521167,Flemingdon Park,Ward 22,East District,2025-10-30,0
SR-001337,Illegal Dumping,Closed,High,43.599276,-79.527477,North York Centre,Ward 14,South District,2026-01-29,0
SR-001338,Illegal Dumping,Open,High,43.631085,-79.464636,North York Centre,Ward 7,South District,2026-02-13,18
SR-001339,Damaged Bin,Open,Low,43.686243,-79.386072,York University Heights,Ward 11,West District,2026-04-21,9
SR-001340,Overflowing Litter Bin,Open,Low,43.699653,-79.49549,Annex,Ward 12,West District,2026-03-18,37
SR-001341,Missed Collection,Open,Low,43.596709,-79.341653,Waterfront Communities,Ward 24,West District,2026-01-29,40
SR-001342,Overflowing Litter Bin,Open,Urgent,43.681021,-79.482611,York University Heights,Ward 11,West District,2025-11-21,8
SR-001343,Overflowing Litter Bin,Open,Medium,43.789396,-79.276498,Flemingdon Park,Ward 3,North District,2026-04-03,6
SR-001344,Damaged Bin,Open,Medium,43.787286,-79.392308,Kensington Chinatown,Ward 2,West District,2026-01-17,21
SR-001345,Public Realm Cleanliness,Closed,Medium,43.620114,-79.299738,Agincourt South,Ward 7,South District,2025-11-23,0
SR-001346,Overflowing Litter Bin,Closed,Urgent,43.637397,-79.417034,High Park North,Ward 24,West District,2026-01-03,0
SR-001347,Public Realm Cleanliness,Open,Low,43.60495,-79.240358,Downtown Yonge East,Ward 6,North District,2026-02-18,10
SR-001348,Public Realm Cleanliness,Closed,Medium,43.618966,-79.204575,Flemingdon Park,Ward 4,West District,2026-03-09,0
SR-001349,Illegal Dumping,Open,Medium,43.788773,-79.406292,Annex,Ward 13,East District,2025-11-24,27
SR-001350,Illegal Dumping,Closed,Medium,43.761205,-79.335055,Scarborough Village,Ward 9,East District,2026-02-24,0
SR-001351,Missed Collection,Closed,High,43.774707,-79.42137,High Park North,Ward 25,North District,2026-04-10,0
SR-001352,Missed Collection,Open,Urgent,43.770736,-79.40727,Danforth East York,Ward 24,West District,2025-11-19,28
SR-001353,Damaged Bin,Open,Low,43.806422,-79.396269,Flemingdon Park,Ward 22,West District,2026-02-04,38
SR-001354,Public Realm Cleanliness,In Progress,Low,43.696402,-79.258867,Etobicoke Centre,Ward 9,East District,2026-01-01,23
SR-001355,Damaged Bin,Closed,High,43.778963,-79.364935,Agincourt South,Ward 10,South District,2026-02-05,0
SR-001356,Overflowing Litter Bin,Closed,Medium,43.631353,-79.404831,Etobicoke Centre,Ward 6,West District,2025-11-01,0
SR-001357,Damaged Bin,In Progress,Urgent,43.812657,-79.273626,Agincourt South,Ward 11,South District,2025-12-29,30
SR-001358,Overflowing Litter Bin,Closed,Medium,43.776567,-79.6049,Flemingdon Park,Ward 25,South District,2026-01-09,0
SR-001359,Overflowing Litter Bin,Open,High,43.697608,-79.322554,Scarborough Village,Ward 21,North District,2026-01-14,24
SR-001360,Damaged Bin,Open,Medium,43.780908,-79.597334,Annex,Ward 19,North District,2026-03-02,7
SR-001361,Damaged Bin,Open,Urgent,43.786061,-79.367736,Annex,Ward 9,East District,2026-03-07,2
SR-001362,Damaged Bin,Closed,Medium,43.635382,-79.474063,High Park North,Ward 18,East District,2026-02-27,0
SR-001363,Damaged Bin,Open,Urgent,43.654844,-79.375805,Scarborough Village,Ward 14,North District,2025-12-23,43
SR-001364,Illegal Dumping,Open,Low,43.601888,-79.547073,Downtown Yonge East,Ward 11,South District,2025-11-22,19
SR-001365,Overflowing Litter Bin,Open,Urgent,43.776919,-79.559002,Kensington Chinatown,Ward 14,South District,2026-04-23,20
SR-001366,Overflowing Litter Bin,Closed,High,43.643681,-79.41145,York University Heights,Ward 10,South District,2025-11-21,0
SR-001367,Public Realm Cleanliness,Open,Medium,43.708938,-79.268739,North York Centre,Ward 10,East District,2026-01-21,45
SR-001368,Illegal Dumping,Open,Urgent,43.692886,-79.256662,Downtown Yonge East,Ward 1,South District,2026-01-22,27
SR-001369,Overflowing Litter Bin,Open,High,43.73222,-79.567974,Flemingdon Park,Ward 8,East District,2025-11-15,31
SR-001370,Public Realm Cleanliness,In Progress,High,43.625956,-79.418964,Etobicoke Centre,Ward 11,North District,2026-03-25,21
SR-001371,Public Realm Cleanliness,Closed,Medium,43.681285,-79.27797,Flemingdon Park,Ward 19,North District,2026-02-22,0
SR-001372,Public Realm Cleanliness,Closed,Urgent,43.72357,-79.441459,Waterfront Communities,Ward 11,West District,2026-01-18,0
SR-001373,Public Realm Cleanliness,Open,High,43.629275,-79.515655,Downtown Yonge East,Ward 17,South District,2025-12-29,39
SR-001374,Illegal Dumping,Closed,Low,43.722365,-79.425218,Agincourt South,Ward 13,North District,2026-02-15,0
SR-001375,Overflowing Litter Bin,Closed,High,43.708433,-79.541488,Waterfront Communities,Ward 16,North District,2026-02-28,0
SR-001376,Missed Collection,Closed,High,43.742468,-79.227832,Danforth East York,Ward 20,South District,2025-12-04,0
SR-001377,Illegal Dumping,Open,High,43.649326,-79.393903,Agincourt South,Ward 11,North District,2025-11-12,13
SR-001378,Public Realm Cleanliness,Closed,Low,43.814371,-79.466709,High Park North,Ward 24,West District,2026-03-08,0
SR-001379,Public Realm Cleanliness,Closed,High,43.726861,-79.57851,Kensington Chinatown,Ward 13,South District,2025-10-29,0
SR-001380,Illegal Dumping,Open,High,43.729383,-79.578769,Kensington Chinatown,Ward 5,East District,2026-04-20,2
SR-001381,Damaged Bin,Closed,Low,43.810624,-79.290795,Danforth East York,Ward 15,North District,2026-01-02,0
SR-001382,Damaged Bin,Closed,Medium,43.771277,-79.296112,Etobicoke Centre,Ward 15,East District,2026-03-30,0
SR-001383,Damaged Bin,In Progress,High,43.725638,-79.41304,Kensington Chinatown,Ward 23,South District,2026-02-13,11
SR-001384,Overflowing Litter Bin,Closed,High,43.787426,-79.179856,Waterfront Communities,Ward 4,West District,2026-02-02,0
SR-001385,Damaged Bin,Closed,High,43.704778,-79.191494,Annex,Ward 11,South District,2025-12-07,0
SR-001386,Damaged Bin,Open,High,43.724167,-79.372343,Scarborough Village,Ward 6,East District,2025-11-21,3
SR-001387,Illegal Dumping,Closed,High,43.694531,-79.523728,Etobicoke Centre,Ward 25,West District,2025-12-17,0
SR-001388,Overflowing Litter Bin,Open,Urgent,43.590856,-79.508907,Downtown Yonge East,Ward 3,North District,2026-03-19,7
SR-001389,Overflowing Litter Bin,Closed,Medium,43.707236,-79.445218,Downtown Yonge East,Ward 25,East District,2026-01-25,0
SR-001390,Missed Collection,In Progress,Urgent,43.693152,-79.168902,Danforth East York,Ward 25,West District,2025-12-21,26
SR-001391,Missed Collection,Closed,Urgent,43.670563,-79.411996,York University Heights,Ward 13,North District,2025-12-07,0
SR-001392,Overflowing Litter Bin,Open,Urgent,43.620709,-79.597939,Annex,Ward 4,East District,2026-02-27,16
SR-001393,Public Realm Cleanliness,Open,Low,43.768344,-79.357486,Waterfront Communities,Ward 21,North District,2025-12-25,3
SR-001394,Overflowing Litter Bin,Open,Medium,43.764962,-79.551063,Annex,Ward 5,East District,2026-02-03,25
SR-001395,Damaged Bin,Closed,Low,43.721521,-79.503324,North York Centre,Ward 25,East District,2025-12-21,0
SR-001396,Damaged Bin,Open,Low,43.642454,-79.614698,Waterfront Communities,Ward 7,West District,2026-03-04,15
SR-001397,Damaged Bin,Closed,Low,43.619978,-79.477737,Danforth East York,Ward 23,West District,2025-11-29,0
SR-001398,Public Realm Cleanliness,In Progress,Medium,43.616882,-79.166505,Scarborough Village,Ward 7,North District,2025-12-10,1
SR-001399,Public Realm Cleanliness,Closed,High,43.660986,-79.560051,High Park North,Ward 18,East District,2025-12-17,0
SR-001400,Overflowing Litter Bin,Closed,Medium,43.635789,-79.349657,Etobicoke Centre,Ward 9,East District,2026-03-07,0
